deaths,injured,missing,houses_destroyed,houses_damaged,directly_affected,indirectly_affected,relocated,evacuated,losses_in_dollar,losses_local_currency,education_centers,hospitals,damages_in_crops_ha,lost_cattle,damages_in_roads_mts,event,start_date,primary_end,secondary_end
0,0,0,8,0,120,23,0,80,0,0,0,0,0.0,0,0.0,FLOODS,1983-08-03,1983-08-08,1983-08-08
4,0,0,22,420,2160,2000,0,0,0,125000000,0,0,500.0,0,0.0,FLOODS,1983-08-15,1983-08-20,1983-08-20
1,0,0,0,0,0,0,0,0,0,2000000,0,0,300.0,0,0.0,FLOODS,1983-09-02,1983-09-07,1983-09-07
3,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1983-09-12,1983-09-17,1983-09-17
0,0,0,0,0,0,12000,0,0,0,25000000,0,0,11000.0,0,0.0,FLOODS,1983-09-19,1983-09-24,1983-09-24
0,0,0,0,0,0,0,0,0,0,0,0,0,3500.0,0,0.0,FLOODS,1983-10-06,1983-10-11,1983-10-11
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1983-10-19,1983-10-24,1983-10-24
0,0,0,0,0,0,100,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1984-01-25,1984-01-30,1984-01-30
2,15,0,3,12,0,0,0,120,0,0,0,0,0.0,0,0.0,FLOODS,1984-05-11,1984-05-16,1984-05-16
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1984-05-31,1984-06-05,1984-06-05
0,0,0,12,18,0,2000,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1984-06-12,1984-06-17,1984-06-17
0,0,0,0,0,0,18000,0,12000,0,0,0,0,100.0,0,0.0,FLOODS,1984-07-03,1984-07-08,1984-07-08
0,0,0,0,0,0,20000,0,0,0,0,0,0,1000.0,0,0.0,FLOODS,1984-07-09,1984-07-14,1984-07-14
1,5,0,5,223,0,15400,0,0,0,0,0,0,22200.0,0,0.0,FLOODS,1984-07-17,1984-07-22,1984-07-22
1,0,0,0,23,0,0,0,0,0,500000000,0,1,600.0,0,0.0,FLOODS,1984-07-28,1984-08-02,1984-08-02
4,0,0,363,550,120,0,0,600,0,5000000,0,0,54550.0,0,0.0,FLOODS,1984-08-03,1984-08-08,1984-08-08
16,28,5,49,735,3000,10000,0,0,0,250000000,0,0,40400.0,300,0.0,FLOODS,1984-08-09,1984-08-14,1984-08-14
0,0,0,40,0,100,0,0,0,0,2000000,0,0,0.0,0,0.0,FLOODS,1984-08-15,1984-08-20,1984-08-20
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1984-08-24,1984-08-29,1984-08-29
47,0,12,0,0,0,800,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1984-09-02,1984-09-07,1984-09-07
3,5,0,1000,3000,19800,14000,0,1000,0,0,0,0,8000.0,0,0.0,FLOODS,1984-09-08,1984-09-13,1984-09-13
12,0,0,0,0,0,3000,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1984-09-17,1984-09-22,1984-09-22
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1984-09-26,1984-10-01,1984-10-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1984-10-02,1984-10-07,1984-10-07
0,0,0,0,0,0,1600,0,0,0,0,0,0,200.0,0,0.0,FLOODS,1984-10-16,1984-10-21,1984-10-21
0,0,0,6000,300,0,0,0,6000,0,0,0,0,0.0,0,0.0,FLOODS,1984-12-18,1984-12-23,1984-12-23
0,0,0,400,0,0,51300,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1985-01-08,1985-01-13,1985-01-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1985-01-15,1985-01-20,1985-01-20
0,0,0,0,320,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1985-04-10,1985-04-15,1985-04-15
1,0,4,0,0,0,20000,0,250,0,0,0,0,0.0,0,0.0,FLOODS,1985-06-03,1985-06-08,1985-06-08
0,0,0,0,300,100000,83200,0,0,0,150000000,0,0,750.0,0,0.0,FLOODS,1985-06-17,1985-06-22,1985-06-22
2,1,0,0,10001,500,0,0,0,0,0,0,0,5000.0,0,0.0,FLOODS,1985-07-01,1985-07-06,1985-07-06
0,9,0,0,100,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1985-08-13,1985-08-18,1985-08-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1985-09-20,1985-09-25,1985-09-25
0,0,0,30,170,80000,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1985-10-09,1985-10-14,1985-10-14
0,0,0,0,0,0,0,0,0,0,0,0,0,80000.0,0,0.0,FLOODS,1986-01-23,1986-01-28,1986-01-28
2,0,0,0,1400,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1986-05-24,1986-05-29,1986-05-29
1,0,0,900,800,8000,0,0,0,0,0,0,0,0.0,400,289000.0,FLOODS,1986-05-30,1986-06-04,1986-06-04
2,0,0,1,0,0,15000,0,0,0,0,0,0,0.0,1000,0.0,FLOODS,1986-06-06,1986-06-11,1986-06-11
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1986-06-17,1986-06-22,1986-06-22
0,0,0,4,0,248,0,0,0,0,120000000,0,0,3000.0,0,0.0,FLOODS,1986-07-01,1986-07-06,1986-07-06
5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1986-07-11,1986-07-16,1986-07-16
0,0,0,0,0,0,0,100,0,0,500000000,0,0,0.0,0,0.0,FLOODS,1986-07-18,1986-07-23,1986-07-23
2,0,0,3,50,0,0,0,200,0,0,0,0,40000.0,0,0.0,FLOODS,1986-07-24,1986-07-29,1986-07-29
0,0,9,0,0,3000,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1986-08-23,1986-08-28,1986-08-28
26,0,40,0,0,7800,45000,40000,15000,0,0,0,0,45200.0,0,0.0,FLOODS,1986-09-03,1986-09-08,1986-09-08
1,0,0,16,0,0,120000,2800,0,0,0,0,0,150000.0,0,0.0,FLOODS,1986-09-11,1986-09-16,1986-09-16
1,0,0,203,0,1300,0,0,0,0,13600000000,0,0,0.0,0,0.0,FLOODS,1986-10-02,1986-10-07,1986-10-07
0,0,0,0,0,10400,0,0,0,0,0,0,0,50000.0,0,0.0,FLOODS,1986-10-22,1986-10-27,1986-10-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1987-01-03,1987-01-08,1987-01-08
0,0,0,0,0,0,0,0,0,0,30000000,0,0,100000.0,0,0.0,FLOODS,1987-01-13,1987-01-18,1987-01-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1987-01-19,1987-01-24,1987-01-24
0,0,0,0,0,0,0,0,0,0,0,0,0,13031.0,0,0.0,FLOODS,1987-02-01,1987-02-06,1987-02-06
10,0,0,2,200,3200,1500,0,0,0,120000000,0,0,5000.0,0,0.0,FLOODS,1987-06-13,1987-06-18,1987-06-18
0,0,0,0,600,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1987-06-23,1987-06-28,1987-06-28
2,2,0,0,0,5000,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1987-07-25,1987-07-30,1987-07-30
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1987-08-06,1987-08-11,1987-08-11
0,0,0,0,0,0,0,0,200,0,0,0,0,0.0,0,0.0,FLOODS,1987-09-08,1987-09-13,1987-09-13
0,0,0,0,700,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1987-09-19,1987-09-24,1987-09-24
17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1987-10-09,1987-10-14,1987-10-14
0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,0,0.0,FLOODS,1988-01-06,1988-01-11,1988-01-11
0,0,0,0,0,0,100000,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1988-06-01,1988-06-06,1988-06-06
8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1988-06-15,1988-06-20,1988-06-20
7,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1988-06-23,1988-06-28,1988-06-28
2,0,5,283,500,7000,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1988-06-29,1988-07-04,1988-07-04
0,0,5,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1988-07-05,1988-07-10,1988-07-10
0,0,0,0,0,250,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1988-07-12,1988-07-17,1988-07-17
2,12,0,10,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1988-07-22,1988-07-27,1988-07-27
0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1988-08-02,1988-08-07,1988-08-07
5,0,200,0,60,70000,0,0,0,0,3600000000,0,0,0.0,0,0.0,FLOODS,1988-08-10,1988-08-15,1988-08-15
7,2,2,0,1724,49654,0,0,0,0,0,0,0,8000.0,0,0.0,FLOODS,1988-08-16,1988-08-21,1988-08-21
0,0,0,1,200,0,1000,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1988-08-22,1988-08-27,1988-08-27
0,0,0,0,157,1800,0,0,500,0,0,0,0,0.0,0,0.0,FLOODS,1988-08-30,1988-09-04,1988-09-04
57,7,8,779,7538,422282,253900,0,2576,0,45000000000,0,0,126520.0,1500,0.0,FLOODS,1988-09-05,1988-09-10,1988-09-10
0,0,0,0,0,0,3000,0,0,0,0,0,0,50.0,0,0.0,FLOODS,1988-09-13,1988-09-18,1988-09-18
0,0,0,0,0,0,0,0,2000,0,0,0,0,0.0,0,0.0,FLOODS,1988-09-22,1988-09-27,1988-09-27
0,0,0,0,300,33200,0,0,0,0,0,0,0,20000.0,0,0.0,FLOODS,1988-10-05,1988-10-10,1988-10-10
0,0,0,0,0,0,0,0,0,0,0,0,0,20000.0,0,0.0,FLOODS,1988-10-11,1988-10-16,1988-10-16
4,0,0,495,320,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1989-04-12,1989-04-17,1989-04-17
0,0,0,0,38,0,400000,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1989-06-23,1989-06-28,1989-06-28
2,0,0,0,0,0,200,0,0,0,0,0,0,100.0,0,0.0,FLOODS,1989-06-29,1989-07-04,1989-07-04
1,0,0,0,700,5000,0,0,0,0,0,0,0,100.0,0,0.0,FLOODS,1989-07-15,1989-07-20,1989-07-20
2,0,0,5,0,30,5000,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1989-08-01,1989-08-06,1989-08-06
0,17,0,85,80,840,150000,0,140,0,0,0,0,0.0,0,0.0,FLOODS,1989-08-15,1989-08-20,1989-08-20
1,150,8,5,500,3317,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1989-08-24,1989-08-29,1989-08-29
0,1,0,2,0,10000,0,0,0,0,0,1,0,0.0,0,0.0,FLOODS,1989-09-01,1989-09-06,1989-09-06
3,0,0,676,13609,47958,35800,0,3000,0,9020000000,0,0,2500.0,0,0.0,FLOODS,1989-09-18,1989-09-23,1989-09-23
3,0,0,0,3609,49335,0,0,0,0,0,0,0,214674.0,577,0.0,FLOODS,1989-09-24,1989-09-29,1989-09-29
0,0,0,0,1300,2700,10000,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1989-10-16,1989-10-21,1989-10-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1990-04-12,1990-04-17,1990-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1990-05-14,1990-05-19,1990-05-19
0,0,0,0,0,1000,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1990-06-21,1990-06-26,1990-06-26
5,1,1,20,194,50,150000,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1990-07-02,1990-07-07,1990-07-07
2,3,0,4,900,130,14800,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1990-07-11,1990-07-16,1990-07-16
2,0,0,0,0,0,0,0,3000,0,0,0,0,25000.0,0,2000.0,FLOODS,1990-07-20,1990-07-25,1990-07-25
1,1,0,10,55,12200,6130,0,7000,0,0,0,0,18000.0,0,0.0,FLOODS,1990-08-01,1990-08-06,1990-08-06
12,100,0,0,1000,5000,25000,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1990-08-09,1990-08-14,1990-08-14
2,0,0,65,100,450,12,0,450,0,0,0,0,14200.0,0,0.0,FLOODS,1990-08-16,1990-08-21,1990-08-21
0,26,0,0,0,50,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1990-09-03,1990-09-08,1990-09-08
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1990-09-09,1990-09-14,1990-09-14
200,0,200,500,1700,7100,0,0,0,0,0,0,0,200.0,0,0.0,FLOODS,1990-09-19,1990-09-24,1990-09-24
8,0,0,0,0,0,0,0,0,0,4000000,0,1,350.0,200,0.0,FLOODS,1990-10-04,1990-10-09,1990-10-09
0,0,0,0,0,0,20000,0,0,0,0,0,0,30000.0,0,0.0,FLOODS,1990-10-19,1990-10-24,1990-10-24
0,0,0,0,50,0,0,0,250,0,0,0,0,0.0,0,0.0,FLOODS,1990-11-03,1990-11-08,1990-11-08
0,0,0,0,0,0,20000,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1990-11-13,1990-11-18,1990-11-18
0,0,0,0,250,3250,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1990-12-03,1990-12-08,1990-12-08
0,0,0,0,0,10000,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1990-12-31,1991-01-05,1991-01-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1991-04-08,1991-04-13,1991-04-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1991-05-02,1991-05-07,1991-05-07
3,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1991-05-14,1991-05-19,1991-05-19
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1991-06-19,1991-06-24,1991-06-24
0,28,0,0,1801,2068,1500,0,0,0,4000000,0,0,0.0,0,0.0,FLOODS,1991-06-25,1991-06-30,1991-06-30
14,4,0,0,7438,36000,33000,0,0,0,150000000,0,0,0.0,0,0.0,FLOODS,1991-07-02,1991-07-07,1991-07-07
8,6,0,152,71,1000,0,0,0,0,1200900000,0,0,0.0,0,0.0,FLOODS,1991-07-08,1991-07-13,1991-07-13
0,0,0,0,182,570,0,0,0,0,0,0,0,116.0,0,0.0,FLOODS,1991-07-14,1991-07-19,1991-07-19
0,0,0,190,1340,7400,0,0,0,0,0,0,0,83000.0,0,0.0,FLOODS,1991-07-21,1991-07-26,1991-07-26
84,0,0,544,436,1730,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1991-07-27,1991-08-01,1991-08-01
0,0,0,0,190,600,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1991-08-08,1991-08-13,1991-08-13
0,0,3,0,12,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1991-08-21,1991-08-26,1991-08-26
0,0,0,0,520,1300,0,0,2700,0,2500000,0,0,2950.0,0,0.0,FLOODS,1991-08-31,1991-09-05,1991-09-05
17,0,0,262,1398,3958,2500,0,440,0,0,0,0,148566.0,0,0.0,FLOODS,1991-09-06,1991-09-11,1991-09-11
2,0,0,0,794,2500,0,0,0,0,0,0,0,284100.0,0,0.0,FLOODS,1991-09-14,1991-09-19,1991-09-19
20,0,0,200,13471,26785,78000,0,500,0,0,0,0,14788.0,0,3000.0,FLOODS,1991-09-20,1991-09-25,1991-09-25
1,0,0,235,422,6960,0,0,400,0,9015000000,0,0,23569.0,0,0.0,FLOODS,1991-09-26,1991-10-01,1991-10-01
13,0,0,15,483,7360,11600,0,0,0,0,0,0,100.0,0,0.0,FLOODS,1991-10-02,1991-10-07,1991-10-07
30,0,4,174,640,17800,87000,0,300,0,0,0,0,41240.0,0,0.0,FLOODS,1991-10-08,1991-10-13,1991-10-13
1,0,0,0,1200,6000,25000,0,488,0,0,0,0,12000.0,0,0.0,FLOODS,1991-10-14,1991-10-19,1991-10-19
1,0,0,0,71,0,0,0,0,0,0,0,0,82.0,0,0.0,FLOODS,1991-11-10,1991-11-15,1991-11-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1991-11-26,1991-12-01,1991-12-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1991-12-05,1991-12-10,1991-12-10
0,0,0,0,0,0,0,0,0,0,0,0,0,150000.0,0,0.0,FLOODS,1991-12-14,1991-12-19,1991-12-19
0,0,0,0,100,0,0,0,500,0,0,0,0,449000.0,0,0.0,FLOODS,1991-12-22,1991-12-27,1991-12-27
0,0,0,0,0,0,11650,0,480,0,0,0,0,49650.0,0,0.0,FLOODS,1992-01-11,1992-01-16,1992-01-16
0,3,0,0,3104,15010,1545455,0,1052,0,0,0,0,179355.0,700,0.0,FLOODS,1992-01-17,1992-01-22,1992-01-22
0,0,0,5,123,0,2121,0,0,0,0,0,0,22327.0,0,0.0,FLOODS,1992-01-25,1992-01-30,1992-01-30
0,0,0,0,0,0,0,0,0,0,0,0,0,3000.0,0,0.0,FLOODS,1992-01-31,1992-02-05,1992-02-05
1,0,0,0,0,0,200,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-02-10,1992-02-15,1992-02-15
0,0,0,0,0,0,0,0,0,0,0,0,0,298.0,0,0.0,FLOODS,1992-02-20,1992-02-25,1992-02-25
0,0,0,0,25,0,200,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-03-23,1992-03-28,1992-03-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-04-13,1992-04-18,1992-04-18
3,0,2,0,41,0,80,0,200,0,0,0,0,1200.0,0,0.0,FLOODS,1992-05-17,1992-05-22,1992-05-22
0,0,0,0,60,0,0,0,100,0,0,0,0,9000.0,0,0.0,FLOODS,1992-05-28,1992-06-02,1992-06-02
1,1,0,0,390,1060,15300,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-06-04,1992-06-09,1992-06-09
0,0,0,0,30,0,46,0,0,0,0,1,0,1006.0,0,0.0,FLOODS,1992-06-10,1992-06-15,1992-06-15
0,0,0,110,760,100,4200,0,0,0,0,0,0,611.0,0,0.0,FLOODS,1992-06-18,1992-06-23,1992-06-23
3,0,0,0,78,0,165,0,215,0,0,0,0,0.0,0,0.0,FLOODS,1992-06-30,1992-07-05,1992-07-05
0,0,0,65,500,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-07-07,1992-07-12,1992-07-12
6,2,4,0,702,3500,0,0,4120,0,0,0,0,0.0,0,0.0,FLOODS,1992-07-18,1992-07-23,1992-07-23
3,11,0,0,525,160,0,0,100,0,0,0,0,0.0,0,0.0,FLOODS,1992-07-24,1992-07-29,1992-07-29
0,0,0,60,3,8,2000,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-07-30,1992-08-04,1992-08-04
0,0,1,2,505,150,2255,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-08-06,1992-08-11,1992-08-11
4,1,0,0,560,0,1100,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-08-12,1992-08-17,1992-08-17
0,0,1,92,1319,8500,12000,0,8,0,0,0,0,4165.0,0,0.0,FLOODS,1992-08-18,1992-08-23,1992-08-23
1,15,0,0,324,30,205,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-08-24,1992-08-29,1992-08-29
0,0,0,155,492,100,770,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-09-02,1992-09-07,1992-09-07
1,4,0,20,470,175,1635,0,95,0,0,0,0,316.0,0,0.0,FLOODS,1992-09-08,1992-09-13,1992-09-13
0,0,3,736,3389,4877,19708,0,0,0,0,0,0,40.0,0,0.0,FLOODS,1992-09-14,1992-09-19,1992-09-19
4,0,0,0,2801,0,571,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-09-20,1992-09-25,1992-09-25
1,3,0,59,2389,3004,3485,0,0,0,0,0,0,5073.0,0,0.0,FLOODS,1992-09-26,1992-10-01,1992-10-01
0,0,6,0,839,3365,2550,0,1300,0,0,0,0,0.0,0,0.0,FLOODS,1992-10-03,1992-10-08,1992-10-08
3,0,0,0,332,0,1100,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-10-10,1992-10-15,1992-10-15
0,4,2,0,144,330,600,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-10-21,1992-10-26,1992-10-26
0,0,0,60,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-11-02,1992-11-07,1992-11-07
0,0,0,0,80,0,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-11-10,1992-11-15,1992-11-15
0,0,0,0,120,0,600,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1992-11-24,1992-11-29,1992-11-29
1,0,0,0,600,3200,8295,0,0,0,17000000,0,0,0.0,0,0.0,FLOODS,1993-01-19,1993-01-24,1993-01-24
0,0,0,0,0,44,0,0,0,0,0,0,0,0.0,0,0.0,FLOODS,1993-01-26,1993-01-31,1993-01-31
